country,date,accumulated_deaths,increase_of_deaths
Canada,2020-03-17,5,1
Canada,2020-03-18,8,3
Canada,2020-03-19,9,1
Canada,2020-03-20,12,3
Canada,2020-03-21,19,7
Canada,2020-03-22,21,2
Canada,2020-03-23,25,4
Canada,2020-03-24,26,1
Canada,2020-03-25,30,4
Canada,2020-03-26,38,8
Canada,2020-03-27,54,16
Central African Republic,2020-03-01,0,0
Central African Republic,2020-03-02,0,0
Central African Republic,2020-03-03,0,0
Central African Republic,2020-03-04,0,0
Central African Republic,2020-03-05,0,0
Central African Republic,2020-03-06,0,0
Central African Republic,2020-03-07,0,0
Central African Republic,2020-03-08,0,0
Central African Republic,2020-03-09,0,0
Central African Republic,2020-03-10,0,0
Central African Republic,2020-03-11,0,0
Central African Republic,2020-03-12,0,0
Central African Republic,2020-03-13,0,0
Central African Republic,2020-03-14,0,0
Central African Republic,2020-03-15,0,0
Central African Republic,2020-03-16,0,0
Central African Republic,2020-03-17,0,0
Central African Republic,2020-03-18,0,0
Central African Republic,2020-03-19,0,0
Central African Republic,2020-03-20,0,0
Central African Republic,2020-03-21,0,0
Central African Republic,2020-03-22,0,0
Central African Republic,2020-03-23,0,0
Central African Republic,2020-03-24,0,0
Central African Republic,2020-03-25,0,0
Central African Republic,2020-03-26,0,0
Central African Republic,2020-03-27,0,0
Chad,2020-03-01,0,0
Chad,2020-03-02,0,0
Chad,2020-03-03,0,0
Chad,2020-03-04,0,0
Chad,2020-03-05,0,0
Chad,2020-03-06,0,0
Chad,2020-03-07,0,0
Chad,2020-03-08,0,0
Chad,2020-03-09,0,0
Chad,2020-03-10,0,0
Chad,2020-03-11,0,0
Chad,2020-03-12,0,0
Chad,2020-03-13,0,0
Chad,2020-03-14,0,0
Chad,2020-03-15,0,0
Chad,2020-03-16,0,0
Chad,2020-03-17,0,0
Chad,2020-03-18,0,0
Chad,2020-03-19,0,0
Chad,2020-03-20,0,0
Chad,2020-03-21,0,0
Chad,2020-03-22,0,0
Chad,2020-03-23,0,0
Chad,2020-03-24,0,0
Chad,2020-03-25,0,0
Chad,2020-03-26,0,0
Chad,2020-03-27,0,0
Chile,2020-03-01,0,0
Chile,2020-03-02,0,0
Chile,2020-03-03,0,0
Chile,2020-03-04,0,0
Chile,2020-03-05,0,0
Chile,2020-03-06,0,0
Chile,2020-03-07,0,0
Chile,2020-03-08,0,0
Chile,2020-03-09,0,0
Chile,2020-03-10,0,0
Chile,2020-03-11,0,0
Chile,2020-03-12,0,0
Chile,2020-03-13,0,0
Chile,2020-03-14,0,0
Chile,2020-03-15,0,0
Chile,2020-03-16,0,0
Chile,2020-03-17,0,0
Chile,2020-03-18,0,0
Chile,2020-03-19,0,0
Chile,2020-03-20,0,0
Chile,2020-03-21,0,0
Chile,2020-03-22,1,1
Chile,2020-03-23,2,1
Chile,2020-03-24,2,0
Chile,2020-03-25,3,1
Chile,2020-03-26,4,1
Chile,2020-03-27,5,1
China,2020-03-01,2872,0
China,2020-03-02,2914,42
China,2020-03-03,2947,33
China,2020-03-04,2983,36
China,2020-03-05,3015,32
China,2020-03-06,3044,29
China,2020-03-07,3072,28
China,2020-03-08,3100,28
China,2020-03-09,3123,23
China,2020-03-10,3139,16
China,2020-03-11,3161,22
China,2020-03-12,3172,11
China,2020-03-13,3180,8
China,2020-03-14,3193,13
China,2020-03-15,3203,10
China,2020-03-16,3217,14
China,2020-03-17,3230,13
China,2020-03-18,3241,11
China,2020-03-19,3249,8
China,2020-03-20,3253,4
China,2020-03-21,3259,6
China,2020-03-22,3274,15
China,2020-03-23,3274,0
China,2020-03-24,3281,7
China,2020-03-25,3285,4
China,2020-03-26,3291,6
China,2020-03-27,3296,5
Colombia,2020-03-01,0,0
Colombia,2020-03-02,0,0
Colombia,2020-03-03,0,0
Colombia,2020-03-04,0,0
Colombia,2020-03-05,0,0
Colombia,2020-03-06,0,0
Colombia,2020-03-07,0,0
Colombia,2020-03-08,0,0
Colombia,2020-03-09,0,0
Colombia,2020-03-10,0,0
Colombia,2020-03-11,0,0
Colombia,2020-03-12,0,0
Colombia,2020-03-13,0,0
Colombia,2020-03-14,0,0
Colombia,2020-03-15,0,0
Colombia,2020-03-16,0,0
Colombia,2020-03-17,0,0
Colombia,2020-03-18,0,0
Colombia,2020-03-19,0,0
Colombia,2020-03-20,0,0
Colombia,2020-03-21,0,0
Colombia,2020-03-22,2,2
Colombia,2020-03-23,3,1
Colombia,2020-03-24,3,0
Colombia,2020-03-25,4,1
Colombia,2020-03-26,6,2
Colombia,2020-03-27,6,0
Congo (Brazzaville),2020-03-01,0,0
Congo (Brazzaville),2020-03-02,0,0
Congo (Brazzaville),2020-03-03,0,0
Congo (Brazzaville),2020-03-04,0,0
Congo (Brazzaville),2020-03-05,0,0
Congo (Brazzaville),2020-03-06,0,0
Congo (Brazzaville),2020-03-07,0,0
Congo (Brazzaville),2020-03-08,0,0
Congo (Brazzaville),2020-03-09,0,0
Congo (Brazzaville),2020-03-10,0,0
Congo (Brazzaville),2020-03-11,0,0
Congo (Brazzaville),2020-03-12,0,0
Congo (Brazzaville),2020-03-13,0,0
Congo (Brazzaville),2020-03-14,0,0
Congo (Brazzaville),2020-03-15,0,0
Congo (Brazzaville),2020-03-16,0,0
Congo (Brazzaville),2020-03-17,0,0
Congo (Brazzaville),2020-03-18,0,0
Congo (Brazzaville),2020-03-19,0,0
Congo (Brazzaville),2020-03-20,0,0
Congo (Brazzaville),2020-03-21,0,0
Congo (Brazzaville),2020-03-22,0,0
Congo (Brazzaville),2020-03-23,0,0
Congo (Brazzaville),2020-03-24,0,0
Congo (Brazzaville),2020-03-25,0,0
Congo (Brazzaville),2020-03-26,0,0
Congo (Brazzaville),2020-03-27,0,0
Congo (Kinshasa),2020-03-01,0,0
Congo (Kinshasa),2020-03-02,0,0
Congo (Kinshasa),2020-03-03,0,0
Congo (Kinshasa),2020-03-04,0,0
Congo (Kinshasa),2020-03-05,0,0
Congo (Kinshasa),2020-03-06,0,0
Congo (Kinshasa),2020-03-07,0,0
Congo (Kinshasa),2020-03-08,0,0
Congo (Kinshasa),2020-03-09,0,0
Congo (Kinshasa),2020-03-10,0,0
Congo (Kinshasa),2020-03-11,0,0
Congo (Kinshasa),2020-03-12,0,0
Congo (Kinshasa),2020-03-13,0,0
Congo (Kinshasa),2020-03-14,0,0
Congo (Kinshasa),2020-03-15,0,0
Congo (Kinshasa),2020-03-16,0,0
Congo (Kinshasa),2020-03-17,0,0
Congo (Kinshasa),2020-03-18,0,0
Congo (Kinshasa),2020-03-19,0,0
Congo (Kinshasa),2020-03-20,0,0
Congo (Kinshasa),2020-03-21,1,1
Congo (Kinshasa),2020-03-22,1,0
Congo (Kinshasa),2020-03-23,1,0
Congo (Kinshasa),2020-03-24,2,1
Congo (Kinshasa),2020-03-25,2,0
Congo (Kinshasa),2020-03-26,3,1
Congo (Kinshasa),2020-03-27,3,0
Costa Rica,2020-03-01,0,0
Costa Rica,2020-03-02,0,0
Costa Rica,2020-03-03,0,0
Costa Rica,2020-03-04,0,0
Costa Rica,2020-03-05,0,0
Costa Rica,2020-03-06,0,0
Costa Rica,2020-03-07,0,0
Costa Rica,2020-03-08,0,0
Costa Rica,2020-03-09,0,0
Costa Rica,2020-03-10,0,0
Costa Rica,2020-03-11,0,0
Costa Rica,2020-03-12,0,0
Costa Rica,2020-03-13,0,0
Costa Rica,2020-03-14,0,0
Costa Rica,2020-03-15,0,0
Costa Rica,2020-03-16,0,0
Costa Rica,2020-03-17,0,0
Costa Rica,2020-03-18,0,0
Costa Rica,2020-03-19,1,1
Costa Rica,2020-03-20,1,0
Costa Rica,2020-03-21,2,1
Costa Rica,2020-03-22,2,0
Costa Rica,2020-03-23,2,0
Costa Rica,2020-03-24,2,0
Costa Rica,2020-03-25,2,0
Costa Rica,2020-03-26,2,0
Costa Rica,2020-03-27,2,0
Cote d'Ivoire,2020-03-01,0,0
Cote d'Ivoire,2020-03-02,0,0
Cote d'Ivoire,2020-03-03,0,0
Cote d'Ivoire,2020-03-04,0,0
Cote d'Ivoire,2020-03-05,0,0
Cote d'Ivoire,2020-03-06,0,0
Cote d'Ivoire,2020-03-07,0,0
Cote d'Ivoire,2020-03-08,0,0
Cote d'Ivoire,2020-03-09,0,0
Cote d'Ivoire,2020-03-10,0,0
Cote d'Ivoire,2020-03-11,0,0
Cote d'Ivoire,2020-03-12,0,0
Cote d'Ivoire,2020-03-13,0,0
Cote d'Ivoire,2020-03-14,0,0
Cote d'Ivoire,2020-03-15,0,0
Cote d'Ivoire,2020-03-16,0,0
Cote d'Ivoire,2020-03-17,0,0
Cote d'Ivoire,2020-03-18,0,0
Cote d'Ivoire,2020-03-19,0,0
Cote d'Ivoire,2020-03-20,0,0
Cote d'Ivoire,2020-03-21,0,0
Cote d'Ivoire,2020-03-22,0,0
Cote d'Ivoire,2020-03-23,0,0
Cote d'Ivoire,2020-03-24,0,0
Cote d'Ivoire,2020-03-25,0,0
Cote d'Ivoire,2020-03-26,0,0
Cote d'Ivoire,2020-03-27,0,0
Croatia,2020-03-01,0,0
Croatia,2020-03-02,0,0
Croatia,2020-03-03,0,0
Croatia,2020-03-04,0,0
Croatia,2020-03-05,0,0
Croatia,2020-03-06,0,0
Croatia,2020-03-07,0,0
Croatia,2020-03-08,0,0
Croatia,2020-03-09,0,0
Croatia,2020-03-10,0,0
Croatia,2020-03-11,0,0
Croatia,2020-03-12,0,0
Croatia,2020-03-13,0,0
Croatia,2020-03-14,0,0
Croatia,2020-03-15,0,0
Croatia,2020-03-16,0,0
Croatia,2020-03-17,0,0
Croatia,2020-03-18,0,0
Croatia,2020-03-19,1,1
Croatia,2020-03-20,1,0
Croatia,2020-03-21,1,0
Croatia,2020-03-22,1,0
Croatia,2020-03-23,1,0
Croatia,2020-03-24,1,0
Croatia,2020-03-25,1,0
Croatia,2020-03-26,3,2
Croatia,2020-03-27,3,0
Cuba,2020-03-01,0,0
Cuba,2020-03-02,0,0
Cuba,2020-03-03,0,0
Cuba,2020-03-04,0,0
Cuba,2020-03-05,0,0
Cuba,2020-03-06,0,0
Cuba,2020-03-07,0,0
Cuba,2020-03-08,0,0
Cuba,2020-03-09,0,0
Cuba,2020-03-10,0,0
Cuba,2020-03-11,0,0
Cuba,2020-03-12,0,0
Cuba,2020-03-13,0,0
Cuba,2020-03-14,0,0
Cuba,2020-03-15,0,0
Cuba,2020-03-16,0,0
Cuba,2020-03-17,0,0
Cuba,2020-03-18,1,1
Cuba,2020-03-19,1,0
Cuba,2020-03-20,1,0
Cuba,2020-03-21,1,0
Cuba,2020-03-22,1,0
Cuba,2020-03-23,1,0
Cuba,2020-03-24,1,0
Cuba,2020-03-25,1,0
Cuba,2020-03-26,2,1
Cuba,2020-03-27,2,0
Cyprus,2020-03-01,0,0
Cyprus,2020-03-02,0,0
Cyprus,2020-03-03,0,0
Cyprus,2020-03-04,0,0
Cyprus,2020-03-05,0,0
Cyprus,2020-03-06,0,0
Cyprus,2020-03-07,0,0
Cyprus,2020-03-08,0,0
Cyprus,2020-03-09,0,0
Cyprus,2020-03-10,0,0
Cyprus,2020-03-11,0,0
Cyprus,2020-03-12,0,0
Cyprus,2020-03-13,0,0
Cyprus,2020-03-14,0,0
Cyprus,2020-03-15,0,0
Cyprus,2020-03-16,0,0
Cyprus,2020-03-17,0,0
Cyprus,2020-03-18,0,0
Cyprus,2020-03-19,0,0
Cyprus,2020-03-20,0,0
Cyprus,2020-03-21,0,0
Cyprus,2020-03-22,1,1
Cyprus,2020-03-23,1,0
Cyprus,2020-03-24,3,2
Cyprus,2020-03-25,3,0
Cyprus,2020-03-26,3,0
Cyprus,2020-03-27,5,2
Czechia,2020-03-01,0,0
Czechia,2020-03-02,0,0
Czechia,2020-03-03,0,0
Czechia,2020-03-04,0,0
Czechia,2020-03-05,0,0
Czechia,2020-03-06,0,0
Czechia,2020-03-07,0,0
Czechia,2020-03-08,0,0
Czechia,2020-03-09,0,0
Czechia,2020-03-10,0,0
Czechia,2020-03-11,0,0
Czechia,2020-03-12,0,0
Czechia,2020-03-13,0,0
Czechia,2020-03-14,0,0
Czechia,2020-03-15,0,0
Czechia,2020-03-16,0,0
Czechia,2020-03-17,0,0
Czechia,2020-03-18,0,0
Czechia,2020-03-19,0,0
Czechia,2020-03-20,0,0
Czechia,2020-03-21,0,0
Czechia,2020-03-22,1,1
Czechia,2020-03-23,1,0
Czechia,2020-03-24,3,2
Czechia,2020-03-25,6,3
Czechia,2020-03-26,9,3
Czechia,2020-03-27,9,0
Denmark,2020-03-01,0,0
Denmark,2020-03-02,0,0
Denmark,2020-03-03,0,0
Denmark,2020-03-04,0,0
Denmark,2020-03-05,0,0
Denmark,2020-03-06,0,0
Denmark,2020-03-07,0,0
Denmark,2020-03-08,0,0
Denmark,2020-03-09,0,0
Denmark,2020-03-10,0,0
Denmark,2020-03-11,0,0
Denmark,2020-03-12,0,0
Denmark,2020-03-13,0,0
Denmark,2020-03-14,1,1
Denmark,2020-03-15,2,1
Denmark,2020-03-16,3,1
Denmark,2020-03-17,4,1
Denmark,2020-03-18,4,0
Denmark,2020-03-19,6,2
Denmark,2020-03-20,9,3
Denmark,2020-03-21,13,4
Denmark,2020-03-22,13,0
Denmark,2020-03-23,24,11
Denmark,2020-03-24,32,8
Denmark,2020-03-25,34,2
Denmark,2020-03-26,41,7
Denmark,2020-03-27,52,11
Diamond Princess,2020-03-01,6,0
Diamond Princess,2020-03-02,6,0
Diamond Princess,2020-03-03,6,0
Diamond Princess,2020-03-04,6,0
Diamond Princess,2020-03-05,6,0
Diamond Princess,2020-03-06,6,0
Diamond Princess,2020-03-07,6,0
Diamond Princess,2020-03-08,6,0
Diamond Princess,2020-03-09,6,0
Diamond Princess,2020-03-10,6,0
Diamond Princess,2020-03-11,7,1
Diamond Princess,2020-03-12,7,0
Diamond Princess,2020-03-13,7,0
Diamond Princess,2020-03-14,7,0
Diamond Princess,2020-03-15,7,0
Diamond Princess,2020-03-16,7,0
Diamond Princess,2020-03-17,7,0
Diamond Princess,2020-03-18,7,0
Diamond Princess,2020-03-19,7,0
Diamond Princess,2020-03-20,7,0
Diamond Princess,2020-03-21,8,1
Diamond Princess,2020-03-22,8,0
Diamond Princess,2020-03-23,8,0
Diamond Princess,2020-03-24,10,2
Diamond Princess,2020-03-25,10,0
Diamond Princess,2020-03-26,10,0
Diamond Princess,2020-03-27,10,0
Djibouti,2020-03-01,0,0
Djibouti,2020-03-02,0,0
Djibouti,2020-03-03,0,0
Djibouti,2020-03-04,0,0
Djibouti,2020-03-05,0,0
Djibouti,2020-03-06,0,0
Djibouti,2020-03-07,0,0
Djibouti,2020-03-08,0,0
Djibouti,2020-03-09,0,0
Djibouti,2020-03-10,0,0
Djibouti,2020-03-11,0,0
Djibouti,2020-03-12,0,0
Djibouti,2020-03-13,0,0
Djibouti,2020-03-14,0,0
Djibouti,2020-03-15,0,0
Djibouti,2020-03-16,0,0
Djibouti,2020-03-17,0,0
Djibouti,2020-03-18,0,0
Djibouti,2020-03-19,0,0
Djibouti,2020-03-20,0,0
Djibouti,2020-03-21,0,0
Djibouti,2020-03-22,0,0
Djibouti,2020-03-23,0,0
Djibouti,2020-03-24,0,0
Djibouti,2020-03-25,0,0
Djibouti,2020-03-26,0,0
Djibouti,2020-03-27,0,0
Dominica,2020-03-01,0,0
Dominica,2020-03-02,0,0
Dominica,2020-03-03,0,0
Dominica,2020-03-04,0,0
Dominica,2020-03-05,0,0
Dominica,2020-03-06,0,0
Dominica,2020-03-07,0,0
Dominica,2020-03-08,0,0
Dominica,2020-03-09,0,0
Dominica,2020-03-10,0,0
Dominica,2020-03-11,0,0
Dominica,2020-03-12,0,0
Dominica,2020-03-13,0,0
Dominica,2020-03-14,0,0
Dominica,2020-03-15,0,0
Dominica,2020-03-16,0,0
Dominica,2020-03-17,0,0
Dominica,2020-03-18,0,0
Dominica,2020-03-19,0,0
Dominica,2020-03-20,0,0
Dominica,2020-03-21,0,0
Dominica,2020-03-22,0,0
Dominica,2020-03-23,0,0
Dominica,2020-03-24,0,0
Dominica,2020-03-25,0,0
Dominica,2020-03-26,0,0
Dominica,2020-03-27,0,0
Dominican Republic,2020-03-01,0,0
Dominican Republic,2020-03-02,0,0
Dominican Republic,2020-03-03,0,0
Dominican Republic,2020-03-04,0,0
Dominican Republic,2020-03-05,0,0
Dominican Republic,2020-03-06,0,0
Dominican Republic,2020-03-07,0,0
Dominican Republic,2020-03-08,0,0
Dominican Republic,2020-03-09,0,0
Dominican Republic,2020-03-10,0,0
Dominican Republic,2020-03-11,0,0
Dominican Republic,2020-03-12,0,0
Dominican Republic,2020-03-13,0,0
Dominican Republic,2020-03-14,0,0
Dominican Republic,2020-03-15,0,0
Dominican Republic,2020-03-16,0,0
Dominican Republic,2020-03-17,1,1
Dominican Republic,2020-03-18,1,0
Dominican Republic,2020-03-19,2,1
Dominican Republic,2020-03-20,2,0
Dominican Republic,2020-03-21,2,0
Dominican Republic,2020-03-22,3,1
Dominican Republic,2020-03-23,3,0
Dominican Republic,2020-03-24,6,3
Dominican Republic,2020-03-25,10,4
Dominican Republic,2020-03-26,10,0
Dominican Republic,2020-03-27,20,10
Ecuador,2020-03-01,0,0
Ecuador,2020-03-02,0,0
Ecuador,2020-03-03,0,0
Ecuador,2020-03-04,0,0
Ecuador,2020-03-05,0,0
Ecuador,2020-03-06,0,0
Ecuador,2020-03-07,0,0
Ecuador,2020-03-08,0,0
Ecuador,2020-03-09,0,0
Ecuador,2020-03-10,0,0
Ecuador,2020-03-11,0,0
Ecuador,2020-03-12,0,0
Ecuador,2020-03-13,0,0
Ecuador,2020-03-14,2,2
Ecuador,2020-03-15,2,0
Ecuador,2020-03-16,2,0
Ecuador,2020-03-17,2,0
Ecuador,2020-03-18,2,0
Ecuador,2020-03-19,3,1
Ecuador,2020-03-20,5,2
Ecuador,2020-03-21,7,2
Ecuador,2020-03-22,14,7
Ecuador,2020-03-23,18,4
Ecuador,2020-03-24,27,9
Ecuador,2020-03-25,28,1
Ecuador,2020-03-26,34,6
Ecuador,2020-03-27,36,2
Egypt,2020-03-01,0,0
Egypt,2020-03-02,0,0
Egypt,2020-03-03,0,0
Egypt,2020-03-04,0,0
Egypt,2020-03-05,0,0
Egypt,2020-03-06,0,0
Egypt,2020-03-07,0,0
Egypt,2020-03-08,1,1
Egypt,2020-03-09,1,0
Egypt,2020-03-10,1,0
Egypt,2020-03-11,1,0
Egypt,2020-03-12,1,0
Egypt,2020-03-13,2,1
Egypt,2020-03-14,2,0
Egypt,2020-03-15,2,0
Egypt,2020-03-16,2,0
Egypt,2020-03-17,4,2
Egypt,2020-03-18,6,2
Egypt,2020-03-19,6,0
Egypt,2020-03-20,8,2
Egypt,2020-03-21,10,2
Egypt,2020-03-22,14,4
Egypt,2020-03-23,19,5
Egypt,2020-03-24,20,1
Egypt,2020-03-25,21,1
Egypt,2020-03-26,24,3
Egypt,2020-03-27,30,6
El Salvador,2020-03-01,0,0
El Salvador,2020-03-02,0,0
El Salvador,2020-03-03,0,0
El Salvador,2020-03-04,0,0
El Salvador,2020-03-05,0,0
El Salvador,2020-03-06,0,0
El Salvador,2020-03-07,0,0
El Salvador,2020-03-08,0,0
El Salvador,2020-03-09,0,0
El Salvador,2020-03-10,0,0
El Salvador,2020-03-11,0,0
El Salvador,2020-03-12,0,0
El Salvador,2020-03-13,0,0
El Salvador,2020-03-14,0,0
El Salvador,2020-03-15,0,0
El Salvador,2020-03-16,0,0
El Salvador,2020-03-17,0,0
El Salvador,2020-03-18,0,0
El Salvador,2020-03-19,0,0
El Salvador,2020-03-20,0,0
El Salvador,2020-03-21,0,0
El Salvador,2020-03-22,0,0
El Salvador,2020-03-23,0,0
El Salvador,2020-03-24,0,0
El Salvador,2020-03-25,0,0
El Salvador,2020-03-26,0,0
El Salvador,2020-03-27,0,0
Equatorial Guinea,2020-03-01,0,0
Equatorial Guinea,2020-03-02,0,0
Equatorial Guinea,2020-03-03,0,0
Equatorial Guinea,2020-03-04,0,0
Equatorial Guinea,2020-03-05,0,0
Equatorial Guinea,2020-03-06,0,0
Equatorial Guinea,2020-03-07,0,0
Equatorial Guinea,2020-03-08,0,0
Equatorial Guinea,2020-03-09,0,0
Equatorial Guinea,2020-03-10,0,0
Equatorial Guinea,2020-03-11,0,0
Equatorial Guinea,2020-03-12,0,0
Equatorial Guinea,2020-03-13,0,0
Equatorial Guinea,2020-03-14,0,0
Equatorial Guinea,2020-03-15,0,0
Equatorial Guinea,2020-03-16,0,0
Equatorial Guinea,2020-03-17,0,0
Equatorial Guinea,2020-03-18,0,0
Equatorial Guinea,2020-03-19,0,0
Equatorial Guinea,2020-03-20,0,0
Equatorial Guinea,2020-03-21,0,0
Equatorial Guinea,2020-03-22,0,0
Equatorial Guinea,2020-03-23,0,0
Equatorial Guinea,2020-03-24,0,0
Equatorial Guinea,2020-03-25,0,0
Equatorial Guinea,2020-03-26,0,0
Equatorial Guinea,2020-03-27,0,0
Eritrea,2020-03-01,0,0
Eritrea,2020-03-02,0,0
Eritrea,2020-03-03,0,0
Eritrea,2020-03-04,0,0
Eritrea,2020-03-05,0,0
Eritrea,2020-03-06,0,0
Eritrea,2020-03-07,0,0
Eritrea,2020-03-08,0,0
Eritrea,2020-03-09,0,0
Eritrea,2020-03-10,0,0
Eritrea,2020-03-11,0,0
Eritrea,2020-03-12,0,0
Eritrea,2020-03-13,0,0
Eritrea,2020-03-14,0,0
Eritrea,2020-03-15,0,0
Eritrea,2020-03-16,0,0
Eritrea,2020-03-17,0,0
Eritrea,2020-03-18,0,0
Eritrea,2020-03-19,0,0
Eritrea,2020-03-20,0,0
Eritrea,2020-03-21,0,0
Eritrea,2020-03-22,0,0
Eritrea,2020-03-23,0,0
Eritrea,2020-03-24,0,0
Eritrea,2020-03-25,0,0
Eritrea,2020-03-26,0,0
Eritrea,2020-03-27,0,0
Estonia,2020-03-01,0,0
Estonia,2020-03-02,0,0
Estonia,2020-03-03,0,0
Estonia,2020-03-04,0,0
Estonia,2020-03-05,0,0
Estonia,2020-03-06,0,0
Estonia,2020-03-07,0,0
Estonia,2020-03-08,0,0
Estonia,2020-03-09,0,0
Estonia,2020-03-10,0,0
Estonia,2020-03-11,0,0
Estonia,2020-03-12,0,0
Estonia,2020-03-13,0,0
Estonia,2020-03-14,0,0
Estonia,2020-03-15,0,0
Estonia,2020-03-16,0,0
Estonia,2020-03-17,0,0
Estonia,2020-03-18,0,0
Estonia,2020-03-19,0,0
Estonia,2020-03-20,0,0
Estonia,2020-03-21,0,0
Estonia,2020-03-22,0,0
Estonia,2020-03-23,0,0
Estonia,2020-03-24,0,0
Estonia,2020-03-25,1,1
Estonia,2020-03-26,1,0
Estonia,2020-03-27,1,0
Eswatini,2020-03-01,0,0
Eswatini,2020-03-02,0,0
Eswatini,2020-03-03,0,0
Eswatini,2020-03-04,0,0
Eswatini,2020-03-05,0,0
Eswatini,2020-03-06,0,0
Eswatini,2020-03-07,0,0
Eswatini,2020-03-08,0,0
Eswatini,2020-03-09,0,0
Eswatini,2020-03-10,0,0
Eswatini,2020-03-11,0,0
Eswatini,2020-03-12,0,0
Eswatini,2020-03-13,0,0
Eswatini,2020-03-14,0,0
Eswatini,2020-03-15,0,0
Eswatini,2020-03-16,0,0
Eswatini,2020-03-17,0,0
Eswatini,2020-03-18,0,0
Eswatini,2020-03-19,0,0
Eswatini,2020-03-20,0,0
Eswatini,2020-03-21,0,0
Eswatini,2020-03-22,0,0
Eswatini,2020-03-23,0,0
Eswatini,2020-03-24,0,0
Eswatini,2020-03-25,0,0
Eswatini,2020-03-26,0,0
Eswatini,2020-03-27,0,0
Ethiopia,2020-03-01,0,0
Ethiopia,2020-03-02,0,0
Ethiopia,2020-03-03,0,0
Ethiopia,2020-03-04,0,0
Ethiopia,2020-03-05,0,0
Ethiopia,2020-03-06,0,0
Ethiopia,2020-03-07,0,0
Ethiopia,2020-03-08,0,0
Ethiopia,2020-03-09,0,0
Ethiopia,2020-03-10,0,0
Ethiopia,2020-03-11,0,0
Ethiopia,2020-03-12,0,0
Ethiopia,2020-03-13,0,0
Ethiopia,2020-03-14,0,0
Ethiopia,2020-03-15,0,0
Ethiopia,2020-03-16,0,0
Ethiopia,2020-03-17,0,0
Ethiopia,2020-03-18,0,0
Ethiopia,2020-03-19,0,0
Ethiopia,2020-03-20,0,0
Ethiopia,2020-03-21,0,0
Ethiopia,2020-03-22,0,0
Ethiopia,2020-03-23,0,0
Ethiopia,2020-03-24,0,0
Ethiopia,2020-03-25,0,0
Ethiopia,2020-03-26,0,0
Ethiopia,2020-03-27,0,0
Fiji,2020-03-01,0,0
Fiji,2020-03-02,0,0
Fiji,2020-03-03,0,0
Fiji,2020-03-04,0,0
Fiji,2020-03-05,0,0
Fiji,2020-03-06,0,0
Fiji,2020-03-07,0,0
Fiji,2020-03-08,0,0
Fiji,2020-03-09,0,0
Fiji,2020-03-10,0,0
Fiji,2020-03-11,0,0
Fiji,2020-03-12,0,0
Fiji,2020-03-13,0,0
Fiji,2020-03-14,0,0
Fiji,2020-03-15,0,0
Fiji,2020-03-16,0,0
Fiji,2020-03-17,0,0
Fiji,2020-03-18,0,0
Fiji,2020-03-19,0,0
Fiji,2020-03-20,0,0
Fiji,2020-03-21,0,0
Fiji,2020-03-22,0,0
Fiji,2020-03-23,0,0
Fiji,2020-03-24,0,0
Fiji,2020-03-25,0,0
Fiji,2020-03-26,0,0
Fiji,2020-03-27,0,0
Finland,2020-03-01,0,0
Finland,2020-03-02,0,0
Finland,2020-03-03,0,0
Finland,2020-03-04,0,0
Finland,2020-03-05,0,0
Finland,2020-03-06,0,0
Finland,2020-03-07,0,0
Finland,2020-03-08,0,0
Finland,2020-03-09,0,0
Finland,2020-03-10,0,0
Finland,2020-03-11,0,0
Finland,2020-03-12,0,0
Finland,2020-03-13,0,0
Finland,2020-03-14,0,0
Finland,2020-03-15,0,0
Finland,2020-03-16,0,0
Finland,2020-03-17,0,0
Finland,2020-03-18,0,0
Finland,2020-03-19,0,0
Finland,2020-03-20,0,0
Finland,2020-03-21,1,1
Finland,2020-03-22,1,0
Finland,2020-03-23,1,0
Finland,2020-03-24,1,0
Finland,2020-03-25,3,2
Finland,2020-03-26,5,2
Finland,2020-03-27,7,2
France,2020-03-01,2,0
France,2020-03-02,3,1
France,2020-03-03,4,1
France,2020-03-04,4,0
France,2020-03-05,6,2
France,2020-03-06,9,3
France,2020-03-07,11,2
France,2020-03-08,19,8
France,2020-03-09,19,0
France,2020-03-10,33,14
France,2020-03-11,48,15
France,2020-03-12,48,0
France,2020-03-13,79,31
France,2020-03-14,91,12
France,2020-03-15,91,0
France,2020-03-16,149,58
France,2020-03-17,149,0
France,2020-03-18,149,0
France,2020-03-19,244,95
France,2020-03-20,451,207
France,2020-03-21,563,112
France,2020-03-22,676,113
France,2020-03-23,862,186
France,2020-03-24,1102,240
France,2020-03-25,1333,231
France,2020-03-26,1698,365
France,2020-03-27,1997,299
Gabon,2020-03-01,0,0
Gabon,2020-03-02,0,0
Gabon,2020-03-03,0,0
Gabon,2020-03-04,0,0
Gabon,2020-03-05,0,0
Gabon,2020-03-06,0,0
Gabon,2020-03-07,0,0
Gabon,2020-03-08,0,0
Gabon,2020-03-09,0,0
Gabon,2020-03-10,0,0
Gabon,2020-03-11,0,0
Gabon,2020-03-12,0,0
Gabon,2020-03-13,0,0
Gabon,2020-03-14,0,0
Gabon,2020-03-15,0,0
Gabon,2020-03-16,0,0
Gabon,2020-03-17,0,0
Gabon,2020-03-18,0,0
Gabon,2020-03-19,0,0
Gabon,2020-03-20,1,1
Gabon,2020-03-21,1,0
Gabon,2020-03-22,1,0
Gabon,2020-03-23,1,0
Gabon,2020-03-24,1,0
