country,date,accumulated_recovered,increase_of_recovered
Canada,2020-03-16,9,1
Canada,2020-03-17,9,0
Canada,2020-03-18,9,0
Canada,2020-03-19,9,0
Canada,2020-03-20,9,0
Canada,2020-03-21,10,1
Canada,2020-03-22,10,0
Canada,2020-03-23,10,0
Canada,2020-03-24,110,100
Canada,2020-03-25,183,73
Canada,2020-03-26,184,1
Canada,2020-03-27,256,72
Central African Republic,2020-03-01,0,0
Central African Republic,2020-03-02,0,0
Central African Republic,2020-03-03,0,0
Central African Republic,2020-03-04,0,0
Central African Republic,2020-03-05,0,0
Central African Republic,2020-03-06,0,0
Central African Republic,2020-03-07,0,0
Central African Republic,2020-03-08,0,0
Central African Republic,2020-03-09,0,0
Central African Republic,2020-03-10,0,0
Central African Republic,2020-03-11,0,0
Central African Republic,2020-03-12,0,0
Central African Republic,2020-03-13,0,0
Central African Republic,2020-03-14,0,0
Central African Republic,2020-03-15,0,0
Central African Republic,2020-03-16,0,0
Central African Republic,2020-03-17,0,0
Central African Republic,2020-03-18,0,0
Central African Republic,2020-03-19,0,0
Central African Republic,2020-03-20,0,0
Central African Republic,2020-03-21,0,0
Central African Republic,2020-03-22,0,0
Central African Republic,2020-03-23,0,0
Central African Republic,2020-03-24,0,0
Central African Republic,2020-03-25,0,0
Central African Republic,2020-03-26,0,0
Central African Republic,2020-03-27,0,0
Chad,2020-03-01,0,0
Chad,2020-03-02,0,0
Chad,2020-03-03,0,0
Chad,2020-03-04,0,0
Chad,2020-03-05,0,0
Chad,2020-03-06,0,0
Chad,2020-03-07,0,0
Chad,2020-03-08,0,0
Chad,2020-03-09,0,0
Chad,2020-03-10,0,0
Chad,2020-03-11,0,0
Chad,2020-03-12,0,0
Chad,2020-03-13,0,0
Chad,2020-03-14,0,0
Chad,2020-03-15,0,0
Chad,2020-03-16,0,0
Chad,2020-03-17,0,0
Chad,2020-03-18,0,0
Chad,2020-03-19,0,0
Chad,2020-03-20,0,0
Chad,2020-03-21,0,0
Chad,2020-03-22,0,0
Chad,2020-03-23,0,0
Chad,2020-03-24,0,0
Chad,2020-03-25,0,0
Chad,2020-03-26,0,0
Chad,2020-03-27,0,0
Chile,2020-03-01,0,0
Chile,2020-03-02,0,0
Chile,2020-03-03,0,0
Chile,2020-03-04,0,0
Chile,2020-03-05,0,0
Chile,2020-03-06,0,0
Chile,2020-03-07,0,0
Chile,2020-03-08,0,0
Chile,2020-03-09,0,0
Chile,2020-03-10,0,0
Chile,2020-03-11,0,0
Chile,2020-03-12,0,0
Chile,2020-03-13,0,0
Chile,2020-03-14,0,0
Chile,2020-03-15,0,0
Chile,2020-03-16,0,0
Chile,2020-03-17,0,0
Chile,2020-03-18,0,0
Chile,2020-03-19,0,0
Chile,2020-03-20,6,6
Chile,2020-03-21,6,0
Chile,2020-03-22,8,2
Chile,2020-03-23,8,0
Chile,2020-03-24,17,9
Chile,2020-03-25,22,5
Chile,2020-03-26,22,0
Chile,2020-03-27,43,21
China,2020-03-01,42162,0
China,2020-03-02,44854,2692
China,2020-03-03,47450,2596
China,2020-03-04,50001,2551
China,2020-03-05,52292,2291
China,2020-03-06,53944,1652
China,2020-03-07,55539,1595
China,2020-03-08,57388,1849
China,2020-03-09,58804,1416
China,2020-03-10,60181,1377
China,2020-03-11,61644,1463
China,2020-03-12,62901,1257
China,2020-03-13,64196,1295
China,2020-03-14,65660,1464
China,2020-03-15,67017,1357
China,2020-03-16,67910,893
China,2020-03-17,68798,888
China,2020-03-18,69755,957
China,2020-03-19,70535,780
China,2020-03-20,71266,731
China,2020-03-21,71857,591
China,2020-03-22,72362,505
China,2020-03-23,72814,452
China,2020-03-24,73280,466
China,2020-03-25,73773,493
China,2020-03-26,74181,408
China,2020-03-27,74720,539
Colombia,2020-03-01,0,0
Colombia,2020-03-02,0,0
Colombia,2020-03-03,0,0
Colombia,2020-03-04,0,0
Colombia,2020-03-05,0,0
Colombia,2020-03-06,0,0
Colombia,2020-03-07,0,0
Colombia,2020-03-08,0,0
Colombia,2020-03-09,0,0
Colombia,2020-03-10,0,0
Colombia,2020-03-11,0,0
Colombia,2020-03-12,0,0
Colombia,2020-03-13,0,0
Colombia,2020-03-14,0,0
Colombia,2020-03-15,0,0
Colombia,2020-03-16,0,0
Colombia,2020-03-17,1,1
Colombia,2020-03-18,1,0
Colombia,2020-03-19,1,0
Colombia,2020-03-20,1,0
Colombia,2020-03-21,1,0
Colombia,2020-03-22,3,2
Colombia,2020-03-23,3,0
Colombia,2020-03-24,6,3
Colombia,2020-03-25,8,2
Colombia,2020-03-26,8,0
Colombia,2020-03-27,10,2
Congo (Brazzaville),2020-03-01,0,0
Congo (Brazzaville),2020-03-02,0,0
Congo (Brazzaville),2020-03-03,0,0
Congo (Brazzaville),2020-03-04,0,0
Congo (Brazzaville),2020-03-05,0,0
Congo (Brazzaville),2020-03-06,0,0
Congo (Brazzaville),2020-03-07,0,0
Congo (Brazzaville),2020-03-08,0,0
Congo (Brazzaville),2020-03-09,0,0
Congo (Brazzaville),2020-03-10,0,0
Congo (Brazzaville),2020-03-11,0,0
Congo (Brazzaville),2020-03-12,0,0
Congo (Brazzaville),2020-03-13,0,0
Congo (Brazzaville),2020-03-14,0,0
Congo (Brazzaville),2020-03-15,0,0
Congo (Brazzaville),2020-03-16,0,0
Congo (Brazzaville),2020-03-17,0,0
Congo (Brazzaville),2020-03-18,0,0
Congo (Brazzaville),2020-03-19,0,0
Congo (Brazzaville),2020-03-20,0,0
Congo (Brazzaville),2020-03-21,0,0
Congo (Brazzaville),2020-03-22,0,0
Congo (Brazzaville),2020-03-23,0,0
Congo (Brazzaville),2020-03-24,0,0
Congo (Brazzaville),2020-03-25,0,0
Congo (Brazzaville),2020-03-26,0,0
Congo (Brazzaville),2020-03-27,0,0
Congo (Kinshasa),2020-03-01,0,0
Congo (Kinshasa),2020-03-02,0,0
Congo (Kinshasa),2020-03-03,0,0
Congo (Kinshasa),2020-03-04,0,0
Congo (Kinshasa),2020-03-05,0,0
Congo (Kinshasa),2020-03-06,0,0
Congo (Kinshasa),2020-03-07,0,0
Congo (Kinshasa),2020-03-08,0,0
Congo (Kinshasa),2020-03-09,0,0
Congo (Kinshasa),2020-03-10,0,0
Congo (Kinshasa),2020-03-11,0,0
Congo (Kinshasa),2020-03-12,0,0
Congo (Kinshasa),2020-03-13,0,0
Congo (Kinshasa),2020-03-14,0,0
Congo (Kinshasa),2020-03-15,0,0
Congo (Kinshasa),2020-03-16,0,0
Congo (Kinshasa),2020-03-17,0,0
Congo (Kinshasa),2020-03-18,0,0
Congo (Kinshasa),2020-03-19,0,0
Congo (Kinshasa),2020-03-20,0,0
Congo (Kinshasa),2020-03-21,0,0
Congo (Kinshasa),2020-03-22,0,0
Congo (Kinshasa),2020-03-23,0,0
Congo (Kinshasa),2020-03-24,0,0
Congo (Kinshasa),2020-03-25,0,0
Congo (Kinshasa),2020-03-26,0,0
Congo (Kinshasa),2020-03-27,2,2
Costa Rica,2020-03-01,0,0
Costa Rica,2020-03-02,0,0
Costa Rica,2020-03-03,0,0
Costa Rica,2020-03-04,0,0
Costa Rica,2020-03-05,0,0
Costa Rica,2020-03-06,0,0
Costa Rica,2020-03-07,0,0
Costa Rica,2020-03-08,0,0
Costa Rica,2020-03-09,0,0
Costa Rica,2020-03-10,0,0
Costa Rica,2020-03-11,0,0
Costa Rica,2020-03-12,0,0
Costa Rica,2020-03-13,0,0
Costa Rica,2020-03-14,0,0
Costa Rica,2020-03-15,0,0
Costa Rica,2020-03-16,0,0
Costa Rica,2020-03-17,0,0
Costa Rica,2020-03-18,0,0
Costa Rica,2020-03-19,0,0
Costa Rica,2020-03-20,0,0
Costa Rica,2020-03-21,2,2
Costa Rica,2020-03-22,2,0
Costa Rica,2020-03-23,2,0
Costa Rica,2020-03-24,2,0
Costa Rica,2020-03-25,2,0
Costa Rica,2020-03-26,2,0
Costa Rica,2020-03-27,3,1
Cote d'Ivoire,2020-03-01,0,0
Cote d'Ivoire,2020-03-02,0,0
Cote d'Ivoire,2020-03-03,0,0
Cote d'Ivoire,2020-03-04,0,0
Cote d'Ivoire,2020-03-05,0,0
Cote d'Ivoire,2020-03-06,0,0
Cote d'Ivoire,2020-03-07,0,0
Cote d'Ivoire,2020-03-08,0,0
Cote d'Ivoire,2020-03-09,0,0
Cote d'Ivoire,2020-03-10,0,0
Cote d'Ivoire,2020-03-11,0,0
Cote d'Ivoire,2020-03-12,0,0
Cote d'Ivoire,2020-03-13,0,0
Cote d'Ivoire,2020-03-14,0,0
Cote d'Ivoire,2020-03-15,0,0
Cote d'Ivoire,2020-03-16,0,0
Cote d'Ivoire,2020-03-17,1,1
Cote d'Ivoire,2020-03-18,1,0
Cote d'Ivoire,2020-03-19,1,0
Cote d'Ivoire,2020-03-20,1,0
Cote d'Ivoire,2020-03-21,1,0
Cote d'Ivoire,2020-03-22,1,0
Cote d'Ivoire,2020-03-23,1,0
Cote d'Ivoire,2020-03-24,2,1
Cote d'Ivoire,2020-03-25,3,1
Cote d'Ivoire,2020-03-26,3,0
Cote d'Ivoire,2020-03-27,3,0
Croatia,2020-03-01,0,0
Croatia,2020-03-02,0,0
Croatia,2020-03-03,0,0
Croatia,2020-03-04,0,0
Croatia,2020-03-05,0,0
Croatia,2020-03-06,0,0
Croatia,2020-03-07,0,0
Croatia,2020-03-08,0,0
Croatia,2020-03-09,0,0
Croatia,2020-03-10,0,0
Croatia,2020-03-11,0,0
Croatia,2020-03-12,0,0
Croatia,2020-03-13,1,1
Croatia,2020-03-14,1,0
Croatia,2020-03-15,1,0
Croatia,2020-03-16,2,1
Croatia,2020-03-17,4,2
Croatia,2020-03-18,4,0
Croatia,2020-03-19,5,1
Croatia,2020-03-20,5,0
Croatia,2020-03-21,5,0
Croatia,2020-03-22,5,0
Croatia,2020-03-23,5,0
Croatia,2020-03-24,5,0
Croatia,2020-03-25,22,17
Croatia,2020-03-26,22,0
Croatia,2020-03-27,37,15
Cuba,2020-03-01,0,0
Cuba,2020-03-02,0,0
Cuba,2020-03-03,0,0
Cuba,2020-03-04,0,0
Cuba,2020-03-05,0,0
Cuba,2020-03-06,0,0
Cuba,2020-03-07,0,0
Cuba,2020-03-08,0,0
Cuba,2020-03-09,0,0
Cuba,2020-03-10,0,0
Cuba,2020-03-11,0,0
Cuba,2020-03-12,0,0
Cuba,2020-03-13,0,0
Cuba,2020-03-14,0,0
Cuba,2020-03-15,0,0
Cuba,2020-03-16,0,0
Cuba,2020-03-17,0,0
Cuba,2020-03-18,0,0
Cuba,2020-03-19,0,0
Cuba,2020-03-20,0,0
Cuba,2020-03-21,0,0
Cuba,2020-03-22,0,0
Cuba,2020-03-23,0,0
Cuba,2020-03-24,1,1
Cuba,2020-03-25,1,0
Cuba,2020-03-26,1,0
Cuba,2020-03-27,4,3
Cyprus,2020-03-01,0,0
Cyprus,2020-03-02,0,0
Cyprus,2020-03-03,0,0
Cyprus,2020-03-04,0,0
Cyprus,2020-03-05,0,0
Cyprus,2020-03-06,0,0
Cyprus,2020-03-07,0,0
Cyprus,2020-03-08,0,0
Cyprus,2020-03-09,0,0
Cyprus,2020-03-10,0,0
Cyprus,2020-03-11,0,0
Cyprus,2020-03-12,0,0
Cyprus,2020-03-13,0,0
Cyprus,2020-03-14,0,0
Cyprus,2020-03-15,0,0
Cyprus,2020-03-16,0,0
Cyprus,2020-03-17,0,0
Cyprus,2020-03-18,0,0
Cyprus,2020-03-19,0,0
Cyprus,2020-03-20,0,0
Cyprus,2020-03-21,0,0
Cyprus,2020-03-22,3,3
Cyprus,2020-03-23,3,0
Cyprus,2020-03-24,3,0
Cyprus,2020-03-25,3,0
Cyprus,2020-03-26,4,1
Cyprus,2020-03-27,15,11
Czechia,2020-03-01,0,0
Czechia,2020-03-02,0,0
Czechia,2020-03-03,0,0
Czechia,2020-03-04,0,0
Czechia,2020-03-05,0,0
Czechia,2020-03-06,0,0
Czechia,2020-03-07,0,0
Czechia,2020-03-08,0,0
Czechia,2020-03-09,0,0
Czechia,2020-03-10,0,0
Czechia,2020-03-11,0,0
Czechia,2020-03-12,0,0
Czechia,2020-03-13,0,0
Czechia,2020-03-14,0,0
Czechia,2020-03-15,0,0
Czechia,2020-03-16,3,3
Czechia,2020-03-17,3,0
Czechia,2020-03-18,3,0
Czechia,2020-03-19,3,0
Czechia,2020-03-20,4,1
Czechia,2020-03-21,6,2
Czechia,2020-03-22,6,0
Czechia,2020-03-23,6,0
Czechia,2020-03-24,10,4
Czechia,2020-03-25,10,0
Czechia,2020-03-26,10,0
Czechia,2020-03-27,11,1
Denmark,2020-03-01,0,0
Denmark,2020-03-02,0,0
Denmark,2020-03-03,0,0
Denmark,2020-03-04,0,0
Denmark,2020-03-05,0,0
Denmark,2020-03-06,1,1
Denmark,2020-03-07,1,0
Denmark,2020-03-08,1,0
Denmark,2020-03-09,1,0
Denmark,2020-03-10,1,0
Denmark,2020-03-11,1,0
Denmark,2020-03-12,1,0
Denmark,2020-03-13,1,0
Denmark,2020-03-14,1,0
Denmark,2020-03-15,1,0
Denmark,2020-03-16,1,0
Denmark,2020-03-17,1,0
Denmark,2020-03-18,1,0
Denmark,2020-03-19,1,0
Denmark,2020-03-20,1,0
Denmark,2020-03-21,1,0
Denmark,2020-03-22,1,0
Denmark,2020-03-23,1,0
Denmark,2020-03-24,36,35
Denmark,2020-03-25,41,5
Denmark,2020-03-26,50,9
Denmark,2020-03-27,57,7
Diamond Princess,2020-03-01,10,0
Diamond Princess,2020-03-02,10,0
Diamond Princess,2020-03-03,10,0
Diamond Princess,2020-03-04,10,0
Diamond Princess,2020-03-05,10,0
Diamond Princess,2020-03-06,40,30
Diamond Princess,2020-03-07,40,0
Diamond Princess,2020-03-08,40,0
Diamond Princess,2020-03-09,40,0
Diamond Princess,2020-03-10,40,0
Diamond Princess,2020-03-11,325,285
Diamond Princess,2020-03-12,325,0
Diamond Princess,2020-03-13,325,0
Diamond Princess,2020-03-14,325,0
Diamond Princess,2020-03-15,325,0
Diamond Princess,2020-03-16,325,0
Diamond Princess,2020-03-17,325,0
Diamond Princess,2020-03-18,325,0
Diamond Princess,2020-03-19,325,0
Diamond Princess,2020-03-20,325,0
Diamond Princess,2020-03-21,325,0
Diamond Princess,2020-03-22,325,0
Diamond Princess,2020-03-23,325,0
Diamond Princess,2020-03-24,325,0
Diamond Princess,2020-03-25,587,262
Diamond Princess,2020-03-26,597,10
Diamond Princess,2020-03-27,597,0
Djibouti,2020-03-01,0,0
Djibouti,2020-03-02,0,0
Djibouti,2020-03-03,0,0
Djibouti,2020-03-04,0,0
Djibouti,2020-03-05,0,0
Djibouti,2020-03-06,0,0
Djibouti,2020-03-07,0,0
Djibouti,2020-03-08,0,0
Djibouti,2020-03-09,0,0
Djibouti,2020-03-10,0,0
Djibouti,2020-03-11,0,0
Djibouti,2020-03-12,0,0
Djibouti,2020-03-13,0,0
Djibouti,2020-03-14,0,0
Djibouti,2020-03-15,0,0
Djibouti,2020-03-16,0,0
Djibouti,2020-03-17,0,0
Djibouti,2020-03-18,0,0
Djibouti,2020-03-19,0,0
Djibouti,2020-03-20,0,0
Djibouti,2020-03-21,0,0
Djibouti,2020-03-22,0,0
Djibouti,2020-03-23,0,0
Djibouti,2020-03-24,0,0
Djibouti,2020-03-25,0,0
Djibouti,2020-03-26,0,0
Djibouti,2020-03-27,0,0
Dominica,2020-03-01,0,0
Dominica,2020-03-02,0,0
Dominica,2020-03-03,0,0
Dominica,2020-03-04,0,0
Dominica,2020-03-05,0,0
Dominica,2020-03-06,0,0
Dominica,2020-03-07,0,0
Dominica,2020-03-08,0,0
Dominica,2020-03-09,0,0
Dominica,2020-03-10,0,0
Dominica,2020-03-11,0,0
Dominica,2020-03-12,0,0
Dominica,2020-03-13,0,0
Dominica,2020-03-14,0,0
Dominica,2020-03-15,0,0
Dominica,2020-03-16,0,0
Dominica,2020-03-17,0,0
Dominica,2020-03-18,0,0
Dominica,2020-03-19,0,0
Dominica,2020-03-20,0,0
Dominica,2020-03-21,0,0
Dominica,2020-03-22,0,0
Dominica,2020-03-23,0,0
Dominica,2020-03-24,0,0
Dominica,2020-03-25,0,0
Dominica,2020-03-26,0,0
Dominica,2020-03-27,0,0
Dominican Republic,2020-03-01,0,0
Dominican Republic,2020-03-02,0,0
Dominican Republic,2020-03-03,0,0
Dominican Republic,2020-03-04,0,0
Dominican Republic,2020-03-05,0,0
Dominican Republic,2020-03-06,0,0
Dominican Republic,2020-03-07,0,0
Dominican Republic,2020-03-08,0,0
Dominican Republic,2020-03-09,0,0
Dominican Republic,2020-03-10,0,0
Dominican Republic,2020-03-11,0,0
Dominican Republic,2020-03-12,0,0
Dominican Republic,2020-03-13,0,0
Dominican Republic,2020-03-14,0,0
Dominican Republic,2020-03-15,0,0
Dominican Republic,2020-03-16,0,0
Dominican Republic,2020-03-17,0,0
Dominican Republic,2020-03-18,0,0
Dominican Republic,2020-03-19,0,0
Dominican Republic,2020-03-20,0,0
Dominican Republic,2020-03-21,0,0
Dominican Republic,2020-03-22,0,0
Dominican Republic,2020-03-23,0,0
Dominican Republic,2020-03-24,3,3
Dominican Republic,2020-03-25,3,0
Dominican Republic,2020-03-26,3,0
Dominican Republic,2020-03-27,3,0
Ecuador,2020-03-01,0,0
Ecuador,2020-03-02,0,0
Ecuador,2020-03-03,0,0
Ecuador,2020-03-04,0,0
Ecuador,2020-03-05,0,0
Ecuador,2020-03-06,0,0
Ecuador,2020-03-07,0,0
Ecuador,2020-03-08,0,0
Ecuador,2020-03-09,0,0
Ecuador,2020-03-10,0,0
Ecuador,2020-03-11,0,0
Ecuador,2020-03-12,0,0
Ecuador,2020-03-13,0,0
Ecuador,2020-03-14,0,0
Ecuador,2020-03-15,0,0
Ecuador,2020-03-16,0,0
Ecuador,2020-03-17,0,0
Ecuador,2020-03-18,0,0
Ecuador,2020-03-19,0,0
Ecuador,2020-03-20,0,0
Ecuador,2020-03-21,3,3
Ecuador,2020-03-22,3,0
Ecuador,2020-03-23,3,0
Ecuador,2020-03-24,3,0
Ecuador,2020-03-25,3,0
Ecuador,2020-03-26,3,0
Ecuador,2020-03-27,3,0
Egypt,2020-03-01,1,0
Egypt,2020-03-02,1,0
Egypt,2020-03-03,1,0
Egypt,2020-03-04,1,0
Egypt,2020-03-05,1,0
Egypt,2020-03-06,1,0
Egypt,2020-03-07,1,0
Egypt,2020-03-08,1,0
Egypt,2020-03-09,1,0
Egypt,2020-03-10,1,0
Egypt,2020-03-11,27,26
Egypt,2020-03-12,27,0
Egypt,2020-03-13,27,0
Egypt,2020-03-14,27,0
Egypt,2020-03-15,21,-6
Egypt,2020-03-16,27,6
Egypt,2020-03-17,32,5
Egypt,2020-03-18,32,0
Egypt,2020-03-19,32,0
Egypt,2020-03-20,39,7
Egypt,2020-03-21,41,2
Egypt,2020-03-22,56,15
Egypt,2020-03-23,56,0
Egypt,2020-03-24,80,24
Egypt,2020-03-25,95,15
Egypt,2020-03-26,102,7
Egypt,2020-03-27,116,14
El Salvador,2020-03-01,0,0
El Salvador,2020-03-02,0,0
El Salvador,2020-03-03,0,0
El Salvador,2020-03-04,0,0
El Salvador,2020-03-05,0,0
El Salvador,2020-03-06,0,0
El Salvador,2020-03-07,0,0
El Salvador,2020-03-08,0,0
El Salvador,2020-03-09,0,0
El Salvador,2020-03-10,0,0
El Salvador,2020-03-11,0,0
El Salvador,2020-03-12,0,0
El Salvador,2020-03-13,0,0
El Salvador,2020-03-14,0,0
El Salvador,2020-03-15,0,0
El Salvador,2020-03-16,0,0
El Salvador,2020-03-17,0,0
El Salvador,2020-03-18,0,0
El Salvador,2020-03-19,0,0
El Salvador,2020-03-20,0,0
El Salvador,2020-03-21,0,0
El Salvador,2020-03-22,0,0
El Salvador,2020-03-23,0,0
El Salvador,2020-03-24,0,0
El Salvador,2020-03-25,0,0
El Salvador,2020-03-26,0,0
El Salvador,2020-03-27,0,0
Equatorial Guinea,2020-03-01,0,0
Equatorial Guinea,2020-03-02,0,0
Equatorial Guinea,2020-03-03,0,0
Equatorial Guinea,2020-03-04,0,0
Equatorial Guinea,2020-03-05,0,0
Equatorial Guinea,2020-03-06,0,0
Equatorial Guinea,2020-03-07,0,0
Equatorial Guinea,2020-03-08,0,0
Equatorial Guinea,2020-03-09,0,0
Equatorial Guinea,2020-03-10,0,0
Equatorial Guinea,2020-03-11,0,0
Equatorial Guinea,2020-03-12,0,0
Equatorial Guinea,2020-03-13,0,0
Equatorial Guinea,2020-03-14,0,0
Equatorial Guinea,2020-03-15,0,0
Equatorial Guinea,2020-03-16,0,0
Equatorial Guinea,2020-03-17,0,0
Equatorial Guinea,2020-03-18,0,0
Equatorial Guinea,2020-03-19,0,0
Equatorial Guinea,2020-03-20,0,0
Equatorial Guinea,2020-03-21,0,0
Equatorial Guinea,2020-03-22,0,0
Equatorial Guinea,2020-03-23,0,0
Equatorial Guinea,2020-03-24,0,0
Equatorial Guinea,2020-03-25,0,0
Equatorial Guinea,2020-03-26,0,0
Equatorial Guinea,2020-03-27,0,0
Eritrea,2020-03-01,0,0
Eritrea,2020-03-02,0,0
Eritrea,2020-03-03,0,0
Eritrea,2020-03-04,0,0
Eritrea,2020-03-05,0,0
Eritrea,2020-03-06,0,0
Eritrea,2020-03-07,0,0
Eritrea,2020-03-08,0,0
Eritrea,2020-03-09,0,0
Eritrea,2020-03-10,0,0
Eritrea,2020-03-11,0,0
Eritrea,2020-03-12,0,0
Eritrea,2020-03-13,0,0
Eritrea,2020-03-14,0,0
Eritrea,2020-03-15,0,0
Eritrea,2020-03-16,0,0
Eritrea,2020-03-17,0,0
Eritrea,2020-03-18,0,0
Eritrea,2020-03-19,0,0
Eritrea,2020-03-20,0,0
Eritrea,2020-03-21,0,0
Eritrea,2020-03-22,0,0
Eritrea,2020-03-23,0,0
Eritrea,2020-03-24,0,0
Eritrea,2020-03-25,0,0
Eritrea,2020-03-26,0,0
Eritrea,2020-03-27,0,0
Estonia,2020-03-01,0,0
Estonia,2020-03-02,0,0
Estonia,2020-03-03,0,0
Estonia,2020-03-04,0,0
Estonia,2020-03-05,0,0
Estonia,2020-03-06,0,0
Estonia,2020-03-07,0,0
Estonia,2020-03-08,0,0
Estonia,2020-03-09,0,0
Estonia,2020-03-10,0,0
Estonia,2020-03-11,0,0
Estonia,2020-03-12,0,0
Estonia,2020-03-13,0,0
Estonia,2020-03-14,0,0
Estonia,2020-03-15,1,1
Estonia,2020-03-16,1,0
Estonia,2020-03-17,1,0
Estonia,2020-03-18,1,0
Estonia,2020-03-19,1,0
Estonia,2020-03-20,1,0
Estonia,2020-03-21,1,0
Estonia,2020-03-22,2,1
Estonia,2020-03-23,2,0
Estonia,2020-03-24,7,5
Estonia,2020-03-25,8,1
Estonia,2020-03-26,8,0
Estonia,2020-03-27,11,3
Eswatini,2020-03-01,0,0
Eswatini,2020-03-02,0,0
Eswatini,2020-03-03,0,0
Eswatini,2020-03-04,0,0
Eswatini,2020-03-05,0,0
Eswatini,2020-03-06,0,0
Eswatini,2020-03-07,0,0
Eswatini,2020-03-08,0,0
Eswatini,2020-03-09,0,0
Eswatini,2020-03-10,0,0
Eswatini,2020-03-11,0,0
Eswatini,2020-03-12,0,0
Eswatini,2020-03-13,0,0
Eswatini,2020-03-14,0,0
Eswatini,2020-03-15,0,0
Eswatini,2020-03-16,0,0
Eswatini,2020-03-17,0,0
Eswatini,2020-03-18,0,0
Eswatini,2020-03-19,0,0
Eswatini,2020-03-20,0,0
Eswatini,2020-03-21,0,0
Eswatini,2020-03-22,0,0
Eswatini,2020-03-23,0,0
Eswatini,2020-03-24,0,0
Eswatini,2020-03-25,0,0
Eswatini,2020-03-26,0,0
Eswatini,2020-03-27,0,0
Ethiopia,2020-03-01,0,0
Ethiopia,2020-03-02,0,0
Ethiopia,2020-03-03,0,0
Ethiopia,2020-03-04,0,0
Ethiopia,2020-03-05,0,0
Ethiopia,2020-03-06,0,0
Ethiopia,2020-03-07,0,0
Ethiopia,2020-03-08,0,0
Ethiopia,2020-03-09,0,0
Ethiopia,2020-03-10,0,0
Ethiopia,2020-03-11,0,0
Ethiopia,2020-03-12,0,0
Ethiopia,2020-03-13,0,0
Ethiopia,2020-03-14,0,0
Ethiopia,2020-03-15,0,0
Ethiopia,2020-03-16,0,0
Ethiopia,2020-03-17,0,0
Ethiopia,2020-03-18,0,0
Ethiopia,2020-03-19,0,0
Ethiopia,2020-03-20,0,0
Ethiopia,2020-03-21,0,0
Ethiopia,2020-03-22,4,4
Ethiopia,2020-03-23,4,0
Ethiopia,2020-03-24,0,-4
Ethiopia,2020-03-25,0,0
Ethiopia,2020-03-26,0,0
Ethiopia,2020-03-27,0,0
Fiji,2020-03-01,0,0
Fiji,2020-03-02,0,0
Fiji,2020-03-03,0,0
Fiji,2020-03-04,0,0
Fiji,2020-03-05,0,0
Fiji,2020-03-06,0,0
Fiji,2020-03-07,0,0
Fiji,2020-03-08,0,0
Fiji,2020-03-09,0,0
Fiji,2020-03-10,0,0
Fiji,2020-03-11,0,0
Fiji,2020-03-12,0,0
Fiji,2020-03-13,0,0
Fiji,2020-03-14,0,0
Fiji,2020-03-15,0,0
Fiji,2020-03-16,0,0
Fiji,2020-03-17,0,0
Fiji,2020-03-18,0,0
Fiji,2020-03-19,0,0
Fiji,2020-03-20,0,0
Fiji,2020-03-21,0,0
Fiji,2020-03-22,0,0
Fiji,2020-03-23,0,0
Fiji,2020-03-24,0,0
Fiji,2020-03-25,0,0
Fiji,2020-03-26,0,0
Fiji,2020-03-27,0,0
Finland,2020-03-01,1,0
Finland,2020-03-02,1,0
Finland,2020-03-03,1,0
Finland,2020-03-04,1,0
Finland,2020-03-05,1,0
Finland,2020-03-06,1,0
Finland,2020-03-07,1,0
Finland,2020-03-08,1,0
Finland,2020-03-09,1,0
Finland,2020-03-10,1,0
Finland,2020-03-11,1,0
Finland,2020-03-12,1,0
Finland,2020-03-13,1,0
Finland,2020-03-14,1,0
Finland,2020-03-15,10,9
Finland,2020-03-16,10,0
Finland,2020-03-17,10,0
Finland,2020-03-18,10,0
Finland,2020-03-19,10,0
Finland,2020-03-20,10,0
Finland,2020-03-21,10,0
Finland,2020-03-22,10,0
Finland,2020-03-23,10,0
Finland,2020-03-24,10,0
Finland,2020-03-25,10,0
Finland,2020-03-26,10,0
Finland,2020-03-27,10,0
France,2020-03-01,12,0
France,2020-03-02,12,0
France,2020-03-03,12,0
France,2020-03-04,12,0
France,2020-03-05,12,0
France,2020-03-06,12,0
France,2020-03-07,12,0
France,2020-03-08,12,0
France,2020-03-09,12,0
France,2020-03-10,12,0
France,2020-03-11,12,0
France,2020-03-12,12,0
France,2020-03-13,12,0
France,2020-03-14,12,0
France,2020-03-15,12,0
France,2020-03-16,12,0
France,2020-03-17,12,0
France,2020-03-18,12,0
France,2020-03-19,12,0
France,2020-03-20,12,0
France,2020-03-21,12,0
France,2020-03-22,2206,2194
France,2020-03-23,2206,0
France,2020-03-24,3250,1044
France,2020-03-25,3907,657
France,2020-03-26,4955,1048
France,2020-03-27,5707,752
Gabon,2020-03-01,0,0
Gabon,2020-03-02,0,0
Gabon,2020-03-03,0,0
Gabon,2020-03-04,0,0
Gabon,2020-03-05,0,0
Gabon,2020-03-06,0,0
Gabon,2020-03-07,0,0
Gabon,2020-03-08,0,0
Gabon,2020-03-09,0,0
Gabon,2020-03-10,0,0
Gabon,2020-03-11,0,0
Gabon,2020-03-12,0,0
Gabon,2020-03-13,0,0
Gabon,2020-03-14,0,0
Gabon,2020-03-15,0,0
Gabon,2020-03-16,0,0
Gabon,2020-03-17,0,0
Gabon,2020-03-18,0,0
Gabon,2020-03-19,0,0
Gabon,2020-03-20,0,0
Gabon,2020-03-21,0,0
Gabon,2020-03-22,0,0
